id,gender,region,highest_qualification,city_score,age,studied_credits,disability,prelim_score,online_clicks,full_term_subscription
674193,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,60,N,76.0,68,0
648001,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,60,N,88.5,2743,1
628712,F,North Western Region,A Level or Equivalent,30-40%,0-35,30,N,85.55555555555556,707,1
685812,F,South Region,A Level or Equivalent,90-100%,35-55,60,N,90.2,2213,1
2615169,M,Wales,A Level or Equivalent,40-50%,0-35,60,N,62.54545454545455,2513,0
530567,M,Wales,HE Qualification,20-30%,0-35,120,N,88.25,5266,1
552222,F,East Midlands Region,Lower Than A Level,40-50%,0-35,60,N,80.66666666666667,274,0
592895,F,North Region,Post Graduate Qualification,,0-35,30,N,92.0,1016,1
129212,F,South Region,Lower Than A Level,80-90%,0-35,30,N,82.375,1427,1
602827,M,West Midlands Region,Lower Than A Level,50-60%,0-35,60,N,81.71428571428571,2723,0
689896,F,South Region,HE Qualification,70-80%,35-55,60,N,47.0,462,0
596754,M,East Midlands Region,Lower Than A Level,10-20,35-55,60,N,80.25,2301,0
342483,M,Scotland,A Level or Equivalent,0-10%,0-35,90,N,77.66666666666667,771,0
539727,M,South West Region,A Level or Equivalent,30-40%,0-35,90,N,67.0,401,0
575459,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,240,Y,66.0,604,0
640706,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,120,N,82.66666666666667,80,0
560423,M,North Region,HE Qualification,,35-55,120,N,42.5,145,0
585208,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,60,Y,58.0,1074,0
557709,F,South West Region,A Level or Equivalent,60-70%,0-35,60,N,69.0,223,0
554063,M,Wales,A Level or Equivalent,80-90%,0-35,180,Y,91.41666666666667,3812,1
593875,F,Ireland,A Level or Equivalent,20-30%,0-35,60,N,93.9,1320,1
158575,M,South West Region,Lower Than A Level,60-70%,0-35,60,N,66.66666666666667,457,0
620408,M,South Region,A Level or Equivalent,50-60%,0-35,60,Y,84.22222222222223,307,1
589935,F,London Region,A Level or Equivalent,80-90%,0-35,120,N,72.0,79,0
625919,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,60,N,88.45454545454545,990,1
656472,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,60,N,100.0,22,0
612638,F,East Anglian Region,Lower Than A Level,40-50%,35-55,60,N,71.5,1893,0
495522,F,London Region,A Level or Equivalent,10-20,0-35,120,N,85.66666666666667,213,0
561452,F,South West Region,A Level or Equivalent,70-80%,0-35,120,N,89.0,1641,1
686515,F,West Midlands Region,HE Qualification,60-70%,0-35,120,N,84.33333333333333,3788,1
372262,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,90,N,92.75,8189,1
1127413,F,Scotland,HE Qualification,70-80%,35-55,120,N,90.63636363636364,220,1
631454,M,East Anglian Region,A Level or Equivalent,10-20,0-35,30,Y,92.33333333333333,1446,1
606918,M,South Region,A Level or Equivalent,,0-35,60,N,88.5,1775,1
645962,M,Scotland,A Level or Equivalent,70-80%,0-35,60,N,57.4,289,0
679271,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,60,N,41.0,135,0
625800,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,60,N,82.0,509,0
2687045,M,South West Region,Lower Than A Level,50-60%,0-35,60,N,60.333333333333336,4603,0
29764,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,90,N,89.33333333333333,2867,1
1861793,M,South Region,Lower Than A Level,70-80%,35-55,30,N,99.25,10832,1
2654602,M,West Midlands Region,HE Qualification,80-90%,0-35,90,N,68.75,619,0
677582,M,Wales,A Level or Equivalent,0-10%,0-35,120,N,77.75,1445,0
2630284,F,East Midlands Region,A Level or Equivalent,0-10%,35-55,150,N,75.33333333333333,549,0
561880,M,Wales,Lower Than A Level,10-20,0-35,60,N,69.0,1808,0
581340,M,Scotland,HE Qualification,90-100%,0-35,60,N,88.0,2553,1
170864,M,Scotland,HE Qualification,90-100%,35-55,60,Y,97.2,4774,1
531894,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,180,N,55.0,2156,0
416725,M,South Region,A Level or Equivalent,30-40%,0-35,60,N,89.83333333333333,5533,1
690046,M,South West Region,HE Qualification,60-70%,0-35,30,N,73.5,604,0
643285,M,Scotland,A Level or Equivalent,70-80%,0-35,60,N,91.28571428571429,2128,1
247457,F,South East Region,A Level or Equivalent,80-90%,0-35,60,N,86.0,1010,1
578207,M,South West Region,A Level or Equivalent,90-100%,0-35,30,N,79.33333333333333,585,1
624266,F,South East Region,A Level or Equivalent,40-50%,0-35,120,N,49.0,101,0
2341839,F,North Western Region,Lower Than A Level,20-30%,0-35,30,N,80.0,610,0
532512,F,South Region,A Level or Equivalent,20-30%,0-35,60,N,70.0,635,0
682981,M,London Region,A Level or Equivalent,10-20,0-35,120,Y,87.83333333333333,4446,1
266097,M,London Region,Lower Than A Level,40-50%,35-55,30,N,56.0,595,0
576445,F,East Midlands Region,Lower Than A Level,10-20,35-55,120,Y,75.77777777777777,1740,0
607733,F,London Region,A Level or Equivalent,60-70%,0-35,90,N,84.0,449,0
588014,F,Yorkshire Region,Lower Than A Level,30-40%,35-55,30,Y,91.11111111111111,1426,1
696514,F,South West Region,Lower Than A Level,40-50%,35-55,30,N,95.88888888888889,778,1
594111,M,Wales,A Level or Equivalent,10-20,35-55,60,N,63.75,694,0
490768,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,60,N,75.16666666666667,3585,0
102067,F,North Western Region,A Level or Equivalent,10-20,0-35,120,N,100.0,67,0
2088982,M,South Region,A Level or Equivalent,80-90%,35-55,60,N,47.5,289,0
504300,M,North Region,Lower Than A Level,,0-35,60,N,85.5,889,0
500581,M,East Anglian Region,Post Graduate Qualification,90-100%,0-35,60,N,88.57142857142857,1243,1
649861,M,North Western Region,Lower Than A Level,0-10%,0-35,30,N,91.0,567,0
564931,F,South West Region,Lower Than A Level,50-60%,0-35,90,N,71.5,176,0
299949,M,South East Region,A Level or Equivalent,30-40%,0-35,60,N,79.2,1259,0
293712,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,60,N,82.45454545454545,466,1
656734,F,South West Region,Lower Than A Level,70-80%,0-35,120,N,84.33333333333333,7120,1
618096,M,South West Region,A Level or Equivalent,70-80%,0-35,60,N,92.4,1215,1
629710,M,North Region,HE Qualification,,35-55,90,N,93.5,5548,1
555059,F,East Midlands Region,HE Qualification,70-80%,0-35,120,N,86.18181818181819,1037,1
2315082,F,Ireland,Lower Than A Level,60-70%,0-35,60,N,90.33333333333333,126,0
612656,F,South East Region,HE Qualification,90-100%,35-55,120,N,89.9090909090909,539,1
2056643,M,Scotland,A Level or Equivalent,80-90%,0-35,60,Y,91.25,7926,1
364790,F,North Western Region,A Level or Equivalent,60-70%,0-35,90,N,84.16666666666667,5028,1
565348,M,South East Region,A Level or Equivalent,30-40%,0-35,60,N,87.5,2043,0
492552,M,Wales,A Level or Equivalent,40-50%,0-35,120,N,60.0,114,0
626307,F,South Region,Lower Than A Level,0-10%,0-35,30,Y,68.6,112,0
657319,M,East Anglian Region,Lower Than A Level,70-80%,35-55,180,N,82.75,1329,0
249965,F,North Western Region,Lower Than A Level,20-30%,0-35,30,Y,94.44444444444444,777,1
2612483,F,South Region,A Level or Equivalent,90-100%,0-35,60,N,92.54545454545455,417,1
557012,M,West Midlands Region,A Level or Equivalent,,0-35,60,N,88.33333333333333,4782,1
1961938,M,London Region,HE Qualification,80-90%,35-55,30,N,95.0,2917,1
232660,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,60,N,85.75,5008,1
369378,F,East Anglian Region,Lower Than A Level,20-30%,0-35,30,N,86.5,354,0
579221,F,Scotland,Lower Than A Level,30-40%,0-35,60,Y,95.0,986,0
274947,M,East Anglian Region,Lower Than A Level,40-50%,0-35,120,N,54.0,251,0
580768,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,120,N,21.0,160,0
395288,F,East Anglian Region,Lower Than A Level,10-20,0-35,60,N,52.44444444444444,421,0
645831,M,Wales,Lower Than A Level,20-30%,0-35,60,N,91.0,4293,1
604725,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,60,N,64.0,1610,1
677216,M,East Anglian Region,Lower Than A Level,50-60%,0-35,30,N,92.14285714285714,232,1
34756,F,East Midlands Region,Lower Than A Level,10-20,0-35,150,N,67.33333333333333,129,0
579557,M,South West Region,A Level or Equivalent,40-50%,0-35,60,N,90.16666666666667,4910,1
492895,F,North Western Region,A Level or Equivalent,60-70%,35-55,60,N,94.0,1759,0
552039,F,South East Region,A Level or Equivalent,40-50%,0-35,60,Y,85.36363636363636,880,1
407453,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,60,N,75.0,7289,0
2273828,F,North Western Region,A Level or Equivalent,10-20,0-35,60,N,96.54545454545455,2122,0
59725,F,Wales,HE Qualification,40-50%,35-55,120,N,82.63636363636364,859,1
642066,M,South West Region,A Level or Equivalent,20-30%,0-35,90,N,56.666666666666664,355,0
1416784,F,North Region,HE Qualification,,35-55,30,N,88.88888888888889,1440,1
537640,F,South Region,Lower Than A Level,50-60%,0-35,60,Y,67.6,976,1
536681,M,North Western Region,No Formal quals,10-20,0-35,60,N,74.25,2001,0
575601,M,London Region,A Level or Equivalent,10-20,0-35,60,N,75.0,376,0
574507,M,West Midlands Region,Lower Than A Level,90-100%,0-35,30,N,73.0,1193,0
697438,M,North Western Region,Lower Than A Level,10-20,0-35,60,Y,84.375,2186,0
651004,F,West Midlands Region,Lower Than A Level,0-10%,35-55,120,N,48.0,221,0
583037,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,60,N,73.33333333333333,955,0
99088,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,60,N,29.666666666666668,359,0
649619,M,East Anglian Region,Lower Than A Level,90-100%,0-35,120,N,92.25,3797,1
586494,F,South Region,A Level or Equivalent,50-60%,35-55,60,N,96.0,604,1
393526,F,London Region,Lower Than A Level,0-10%,0-35,60,Y,79.92307692307692,6040,1
603803,M,East Midlands Region,A Level or Equivalent,30-40%,35-55,120,N,71.0,704,0
2634868,M,North Western Region,HE Qualification,80-90%,0-35,90,N,91.5,3989,1
616511,F,South West Region,A Level or Equivalent,80-90%,35-55,60,N,88.33333333333333,1268,1
618145,F,South East Region,A Level or Equivalent,20-30%,0-35,60,N,93.0,584,1
88340,F,Wales,Lower Than A Level,30-40%,0-35,60,Y,76.0,187,0
2546976,M,Wales,HE Qualification,10-20,35-55,60,N,46.0,154,0
624282,M,London Region,HE Qualification,20-30%,35-55,60,N,89.83333333333333,4096,1
694304,M,East Midlands Region,Lower Than A Level,0-10%,0-35,60,N,61.0,673,0
513246,F,North Western Region,Lower Than A Level,10-20,0-35,120,N,57.0,545,0
589517,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,60,N,95.0,1090,0
688038,F,South East Region,Lower Than A Level,20-30%,0-35,30,N,78.125,778,1
651555,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,60,N,88.75,1498,1
1536122,F,Ireland,A Level or Equivalent,20-30%,35-55,120,N,81.8,997,1
422087,M,Scotland,Lower Than A Level,90-100%,0-35,60,N,87.83333333333333,4405,1
597060,F,East Anglian Region,Lower Than A Level,80-90%,0-35,30,N,80.55555555555556,1081,1
505235,M,East Midlands Region,HE Qualification,60-70%,0-35,30,N,80.0,188,0
1725109,M,Wales,HE Qualification,50-60%,35-55,90,N,97.5,8226,1
587150,M,North Western Region,Lower Than A Level,10-20,35-55,90,Y,80.0,742,0
687206,M,Scotland,HE Qualification,90-100%,55<=,30,N,98.22222222222223,2236,1
563014,F,South East Region,Lower Than A Level,80-90%,0-35,90,N,71.0,1673,0
554365,M,North Western Region,Lower Than A Level,60-70%,0-35,120,N,72.0,810,0
432592,M,South East Region,A Level or Equivalent,40-50%,0-35,90,N,91.58333333333333,5405,1
160193,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,120,N,70.33333333333333,314,0
142339,F,East Anglian Region,Post Graduate Qualification,90-100%,35-55,60,N,92.91666666666667,5463,1
679451,F,Yorkshire Region,Lower Than A Level,10-20,0-35,60,N,94.0,2737,1
2673510,F,East Midlands Region,Lower Than A Level,20-30%,35-55,30,N,80.0,230,0
696662,F,South West Region,A Level or Equivalent,60-70%,0-35,120,N,91.16666666666667,9567,1
602663,M,Wales,Lower Than A Level,90-100%,0-35,60,N,86.25,1896,1
653887,M,Scotland,HE Qualification,80-90%,0-35,60,N,72.28571428571429,1743,0
598883,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,120,N,93.9090909090909,561,1
682123,F,South West Region,A Level or Equivalent,50-60%,0-35,30,N,96.33333333333333,876,1
525068,M,South Region,Lower Than A Level,60-70%,0-35,60,Y,86.42857142857143,475,1
501488,F,North Western Region,A Level or Equivalent,20-30%,0-35,120,N,71.6,318,0
369644,F,Yorkshire Region,Lower Than A Level,10-20,0-35,150,N,71.0,1363,0
626607,F,South Region,Lower Than A Level,60-70%,0-35,60,N,32.666666666666664,1610,0
634946,M,London Region,A Level or Equivalent,30-40%,0-35,60,N,51.0,468,0
599495,F,South West Region,A Level or Equivalent,50-60%,35-55,60,N,81.0909090909091,1607,1
652625,F,Wales,Lower Than A Level,60-70%,0-35,60,Y,95.33333333333333,4598,1
688133,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,60,N,97.5,3998,1
2107747,M,North Region,HE Qualification,,55<=,60,N,74.25,1592,0
677741,M,South Region,A Level or Equivalent,70-80%,0-35,60,N,92.07692307692308,3320,1
570997,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,120,N,48.0,312,0
676650,M,North Region,Post Graduate Qualification,,35-55,60,N,98.44444444444444,2354,1
539401,M,London Region,A Level or Equivalent,20-30%,35-55,120,N,68.0,3069,0
646852,F,South West Region,Lower Than A Level,80-90%,0-35,60,N,57.0,1399,0
559423,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,60,N,95.58333333333333,9158,1
275127,M,Wales,A Level or Equivalent,80-90%,0-35,120,N,50.0,184,0
657145,M,North Western Region,A Level or Equivalent,80-90%,0-35,120,N,93.0,1347,1
675949,F,Scotland,Lower Than A Level,0-10%,0-35,30,N,64.0,627,1
634107,F,North Region,HE Qualification,,0-35,90,N,69.0,514,0
633676,M,Scotland,A Level or Equivalent,10-20,0-35,60,Y,46.0,458,0
677338,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,120,Y,100.0,186,0
524790,F,South East Region,A Level or Equivalent,90-100%,35-55,60,N,95.0,6539,1
631807,M,East Midlands Region,HE Qualification,20-30%,35-55,30,N,74.5,690,0
612000,F,South East Region,A Level or Equivalent,90-100%,0-35,60,N,86.57142857142857,1419,1
562929,M,East Anglian Region,Lower Than A Level,70-80%,0-35,120,N,25.0,1161,0
607947,M,North Western Region,A Level or Equivalent,70-80%,0-35,30,N,91.3076923076923,2815,1
681490,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,120,N,93.66666666666667,6003,1
643754,F,South East Region,HE Qualification,30-40%,0-35,60,N,90.75,8203,1
686645,M,South East Region,A Level or Equivalent,10-20,0-35,120,N,86.6,2636,1
511612,M,East Midlands Region,Lower Than A Level,70-80%,0-35,90,N,79.0,578,0
628545,F,South Region,A Level or Equivalent,90-100%,35-55,30,N,92.77777777777777,1371,1
628580,F,North Western Region,HE Qualification,0-10%,0-35,120,Y,90.36363636363636,674,1
538987,F,London Region,HE Qualification,50-60%,35-55,60,N,91.18181818181819,2123,1
58549,M,North Region,A Level or Equivalent,,0-35,120,N,92.83333333333333,2481,1
628476,M,West Midlands Region,Lower Than A Level,10-20,0-35,60,N,73.11111111111111,803,0
532617,F,East Midlands Region,A Level or Equivalent,10-20,0-35,60,N,86.0,257,1
381414,M,South East Region,Lower Than A Level,60-70%,0-35,120,N,77.28571428571429,1230,0
610494,F,Wales,Lower Than A Level,10-20,0-35,60,N,1.0,85,0
558018,M,North Region,A Level or Equivalent,,35-55,60,N,90.83333333333333,7291,1
24213,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,90,N,76.28571428571429,1992,0
494214,F,South West Region,A Level or Equivalent,50-60%,35-55,60,N,85.72727272727273,594,1
389101,F,South Region,A Level or Equivalent,80-90%,0-35,60,N,87.8,1188,1
135471,M,East Anglian Region,Lower Than A Level,90-100%,35-55,60,N,84.0,2291,1
627333,M,South East Region,Lower Than A Level,10-20,35-55,120,N,60.0,808,0
527713,M,North Western Region,Lower Than A Level,30-40%,0-35,60,N,88.08333333333333,5545,1
628970,F,London Region,Lower Than A Level,10-20,0-35,60,N,57.0,134,0
676610,M,North Region,A Level or Equivalent,,0-35,120,N,85.25,4822,1
613300,F,South West Region,A Level or Equivalent,30-40%,0-35,30,N,90.88888888888889,802,1
615078,F,South West Region,A Level or Equivalent,50-60%,35-55,30,N,87.77777777777777,679,1
579052,M,North Region,A Level or Equivalent,40-50%,35-55,60,N,69.85714285714286,2470,0
631441,F,North Western Region,Lower Than A Level,60-70%,35-55,60,N,91.81818181818181,2025,1
578427,F,South Region,Lower Than A Level,0-10%,0-35,60,N,58.44444444444444,894,0
2607849,M,North Region,Lower Than A Level,30-40%,0-35,90,Y,84.6,3683,1
622764,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,60,N,87.85714285714286,2162,1
447782,M,London Region,HE Qualification,50-60%,35-55,60,N,83.9090909090909,987,1
2616978,M,South West Region,A Level or Equivalent,80-90%,0-35,60,N,92.33333333333333,5037,1
649129,M,South West Region,A Level or Equivalent,80-90%,0-35,60,N,92.44444444444444,1237,1
586707,M,West Midlands Region,Lower Than A Level,10-20,0-35,60,N,70.0,78,0
624767,F,London Region,A Level or Equivalent,90-100%,35-55,30,N,93.125,1051,0
643403,M,Yorkshire Region,HE Qualification,60-70%,0-35,60,N,86.33333333333333,3875,1
264164,M,Scotland,A Level or Equivalent,60-70%,35-55,60,N,90.16666666666667,1173,1
541274,M,Yorkshire Region,Lower Than A Level,50-60%,35-55,60,N,91.36363636363636,856,1
698362,F,North Region,HE Qualification,30-40%,0-35,120,N,69.8,1404,1
2560595,M,East Anglian Region,Lower Than A Level,70-80%,0-35,60,N,91.33333333333333,3613,1
550354,F,North Region,A Level or Equivalent,70-80%,0-35,60,N,86.81818181818181,778,1
572395,F,North Western Region,A Level or Equivalent,40-50%,0-35,150,N,76.71428571428571,1232,0
644303,F,East Midlands Region,Lower Than A Level,10-20,0-35,60,N,76.0,640,0
2647893,M,South West Region,HE Qualification,90-100%,35-55,30,N,97.66666666666667,1067,1
429610,F,East Anglian Region,Lower Than A Level,50-60%,35-55,60,N,93.0,2242,1
692897,F,East Anglian Region,Lower Than A Level,40-50%,0-35,60,N,1.0,235,0
567595,M,North Western Region,Lower Than A Level,10-20,0-35,60,N,92.42857142857143,2074,1
651943,F,London Region,Lower Than A Level,40-50%,35-55,30,N,85.0,471,1
578152,M,Wales,Lower Than A Level,90-100%,0-35,90,N,77.2,3444,0
655242,M,Wales,A Level or Equivalent,60-70%,0-35,60,N,89.0,1147,1
546634,F,North Region,A Level or Equivalent,10-20,0-35,60,N,66.0,289,0
653541,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,120,N,77.5,282,0
680373,F,North Western Region,HE Qualification,20-30%,35-55,60,N,90.5,535,0
262294,F,North Western Region,Lower Than A Level,0-10%,0-35,60,Y,57.0,1063,0
517890,F,South West Region,A Level or Equivalent,30-40%,0-35,60,N,88.27272727272727,657,1
566979,M,North Western Region,Lower Than A Level,0-10%,0-35,90,N,88.625,2482,1
266040,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,60,N,72.33333333333333,827,0
515977,M,Scotland,Lower Than A Level,10-20,0-35,60,N,86.75,1706,1
525472,M,East Anglian Region,Lower Than A Level,50-60%,0-35,60,N,88.85714285714286,1154,1
539440,M,West Midlands Region,Lower Than A Level,40-50%,0-35,60,N,91.83333333333333,14841,1
624469,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,60,N,81.0,2229,0
555756,M,Scotland,Lower Than A Level,90-100%,0-35,120,N,92.5,1514,1
626966,F,North Western Region,Lower Than A Level,80-90%,35-55,60,N,82.54545454545455,552,1
2008262,M,London Region,HE Qualification,20-30%,35-55,60,N,37.0,181,0
587571,M,London Region,A Level or Equivalent,0-10%,35-55,60,N,90.08333333333333,8868,1
612721,F,South West Region,A Level or Equivalent,50-60%,35-55,60,N,87.54545454545455,984,1
1957682,F,South East Region,HE Qualification,80-90%,35-55,60,N,93.36363636363636,584,1
598246,F,North Western Region,A Level or Equivalent,0-10%,0-35,120,N,84.28571428571429,2739,1
648498,F,East Anglian Region,Lower Than A Level,70-80%,0-35,30,N,82.0,486,1
546749,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,60,N,91.1,1653,1
584214,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,60,N,93.83333333333333,4121,1
560920,F,London Region,A Level or Equivalent,30-40%,35-55,120,N,75.0,378,0
281801,M,Wales,Post Graduate Qualification,80-90%,35-55,30,N,93.33333333333333,1969,1
376758,M,Scotland,A Level or Equivalent,20-30%,0-35,60,N,59.0,264,0
561268,M,South Region,A Level or Equivalent,70-80%,0-35,60,N,87.25,6290,1
52899,F,East Midlands Region,Lower Than A Level,50-60%,35-55,60,N,81.8,2468,0
633655,M,South West Region,A Level or Equivalent,80-90%,35-55,60,N,100.0,1060,1
649105,F,East Midlands Region,A Level or Equivalent,60-70%,35-55,180,N,91.2,4609,1
537703,M,North Western Region,A Level or Equivalent,10-20,0-35,60,N,90.5,6746,1
599937,F,Wales,Lower Than A Level,30-40%,0-35,90,N,60.0,1187,0
253763,M,Wales,A Level or Equivalent,20-30%,35-55,90,N,84.83333333333333,6473,1
422343,M,South West Region,HE Qualification,60-70%,0-35,90,N,84.75,964,1
683346,M,North Region,Lower Than A Level,,35-55,60,N,86.66666666666667,4056,1
540787,F,South Region,A Level or Equivalent,0-10%,0-35,120,N,83.0,109,0
406937,F,South Region,Lower Than A Level,90-100%,35-55,60,N,40.0,287,0
126337,M,West Midlands Region,Lower Than A Level,20-30%,0-35,75,N,57.2,2514,0
592843,M,South West Region,A Level or Equivalent,60-70%,0-35,60,N,91.0,2315,1
292136,F,North Western Region,Lower Than A Level,50-60%,0-35,30,N,91.875,460,1
477833,M,London Region,Lower Than A Level,50-60%,35-55,60,Y,66.38888888888889,8103,0
2541120,F,South Region,A Level or Equivalent,30-40%,35-55,60,N,89.7,487,1
682226,M,Scotland,A Level or Equivalent,50-60%,0-35,30,N,86.5,197,0
1752813,F,Ireland,HE Qualification,,35-55,60,N,88.55555555555556,935,1
359460,F,South East Region,A Level or Equivalent,60-70%,0-35,90,Y,79.0,809,0
468792,F,Wales,HE Qualification,20-30%,0-35,120,N,85.33333333333333,251,0
583664,F,South Region,Lower Than A Level,40-50%,0-35,30,N,86.11111111111111,775,1
634420,F,Ireland,Lower Than A Level,,0-35,30,N,64.11111111111111,2622,0
293754,M,North Region,Lower Than A Level,,35-55,60,N,88.72727272727273,990,1
542657,F,South East Region,Lower Than A Level,20-30%,35-55,120,N,38.0,1820,0
511890,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,120,Y,66.0,506,0
502640,M,London Region,A Level or Equivalent,10-20,35-55,60,N,29.0,371,0
411013,M,North Region,Lower Than A Level,,0-35,180,N,85.5,2669,1
487271,M,East Midlands Region,Lower Than A Level,50-60%,0-35,120,N,90.0,291,0
1625718,F,South West Region,A Level or Equivalent,0-10%,35-55,60,N,92.0909090909091,1489,1
689287,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,60,N,64.0,1169,1
485448,F,South West Region,Lower Than A Level,40-50%,0-35,30,N,76.875,180,1
540568,M,North Region,A Level or Equivalent,40-50%,35-55,120,N,62.0,574,0
623812,F,London Region,A Level or Equivalent,10-20,0-35,30,N,89.625,314,1
625875,M,North Western Region,Lower Than A Level,20-30%,0-35,90,Y,85.55555555555556,461,1
679327,F,South Region,Lower Than A Level,20-30%,0-35,30,N,88.88888888888889,1030,1
84605,M,North Region,A Level or Equivalent,,35-55,120,N,85.375,1194,0
545951,F,Wales,A Level or Equivalent,70-80%,0-35,60,N,64.0,671,0
536510,F,South Region,Lower Than A Level,0-10%,0-35,60,Y,60.333333333333336,170,0
607966,F,North Region,A Level or Equivalent,10-20,0-35,90,N,64.83333333333333,485,0
146943,F,North Western Region,Lower Than A Level,30-40%,35-55,120,Y,86.0,821,0
561366,F,South Region,Lower Than A Level,30-40%,35-55,60,N,79.0,396,0
585279,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,60,N,87.0,4639,1
484787,F,North Western Region,A Level or Equivalent,70-80%,0-35,30,N,78.0,220,0
649093,F,London Region,HE Qualification,20-30%,0-35,60,N,81.91666666666667,2364,1
138709,M,North Region,Lower Than A Level,10-20,0-35,60,Y,33.0,702,0
517094,M,North Region,A Level or Equivalent,30-40%,0-35,60,N,90.75,1258,1
645124,F,London Region,Post Graduate Qualification,10-20,35-55,30,N,94.33333333333333,1798,1
536145,M,South Region,Lower Than A Level,60-70%,0-35,90,Y,57.5,179,0
2612102,M,South East Region,Lower Than A Level,90-100%,35-55,60,N,84.75,4334,1
648531,M,London Region,Lower Than A Level,80-90%,0-35,150,Y,83.41666666666667,3880,1
649555,M,South Region,Lower Than A Level,50-60%,0-35,120,N,85.0,424,0
601213,M,South Region,HE Qualification,50-60%,0-35,90,N,92.83333333333333,2955,1
516364,F,East Anglian Region,Lower Than A Level,70-80%,35-55,60,N,87.0909090909091,345,0
523875,F,Scotland,A Level or Equivalent,50-60%,35-55,60,N,86.81818181818181,5258,1
498266,M,North Western Region,A Level or Equivalent,30-40%,0-35,120,N,84.5,6034,1
555709,M,London Region,No Formal quals,20-30%,35-55,60,N,38.0,1114,0
49119,M,Ireland,HE Qualification,,0-35,90,N,84.9090909090909,2268,0
330723,M,Wales,A Level or Equivalent,40-50%,0-35,60,N,28.75,269,0
487267,F,Scotland,Lower Than A Level,0-10%,35-55,60,Y,35.0,537,0
681277,M,London Region,Lower Than A Level,20-30%,0-35,120,N,43.0,228,0
2302925,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,60,N,84.4,3679,0
2483179,F,Wales,Lower Than A Level,40-50%,0-35,60,N,89.0,3793,1
2682682,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,120,Y,87.25,3532,1
657002,M,Scotland,A Level or Equivalent,60-70%,0-35,60,N,95.25,1429,1
698463,F,East Midlands Region,HE Qualification,30-40%,0-35,120,N,87.4,529,1
1879751,F,East Midlands Region,A Level or Equivalent,60-70%,35-55,60,N,86.71428571428571,2868,1
586516,F,South East Region,A Level or Equivalent,40-50%,35-55,60,N,86.42857142857143,5155,1
560117,M,West Midlands Region,Lower Than A Level,40-50%,0-35,60,N,50.833333333333336,225,0
536038,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,120,N,78.0,2029,0
601680,M,London Region,A Level or Equivalent,0-10%,0-35,60,N,87.2,779,0
2533504,M,South East Region,HE Qualification,90-100%,35-55,120,N,94.91666666666667,6824,1
649113,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,30,N,54.0,56,0
642839,F,West Midlands Region,Lower Than A Level,0-10%,0-35,150,N,54.0,1610,0
2180994,F,North Region,A Level or Equivalent,10-20,35-55,30,N,80.88888888888889,935,1
2386732,F,Wales,Lower Than A Level,70-80%,35-55,120,N,90.5,6660,1
575693,F,London Region,A Level or Equivalent,70-80%,0-35,30,N,77.0,107,0
2257112,M,South Region,Lower Than A Level,30-40%,35-55,60,N,84.52380952380952,8456,1
2128283,M,South East Region,HE Qualification,50-60%,35-55,90,N,73.66666666666667,6922,0
635802,F,South East Region,A Level or Equivalent,90-100%,0-35,90,N,96.77777777777777,1221,1
